transaction_id,amount,currency,country,payment_method,merchant_category,psp,status,timestamp,processing_time_ms,cost,fraud_score
txn_000199,10.0,AUD,US,bank,travel,stripe,success,2025-03-22 12:53:51.038635,134,0.59,0.023
txn_000200,34.35,EUR,DE,bank,food,square,success,2025-06-14 21:19:51.038635,95,0.99,0.008
txn_000201,46.58,USD,JP,card,digital,stripe,success,2025-03-14 09:52:51.038635,111,1.65,0.064
txn_000202,101.96,EUR,IN,card,food,razorpay,success,2025-06-16 06:53:51.038635,127,2.7,0.084
txn_000203,97.58,CAD,CA,wallet,finance,stripe,success,2025-04-10 15:51:51.038635,142,3.13,0.118
txn_000204,10.0,INR,US,wallet,retail,stripe,success,2025-05-17 21:45:51.038635,147,0.59,0.031
txn_000205,10.0,EUR,AU,card,digital,adyen,success,2025-04-14 14:57:51.038635,116,0.4,0.001
txn_000206,43.49,AUD,BR,wallet,travel,paypal,success,2025-06-19 17:30:51.038635,176,1.97,0.099
txn_000207,43.41,USD,US,card,food,stripe,success,2025-02-10 13:09:51.038635,124,1.56,0.117
txn_000208,43.49,JPY,IN,card,travel,razorpay,success,2025-03-15 06:08:51.038635,166,1.29,0.014
txn_000209,6497.01,AUD,US,card,food,adyen,success,2024-12-28 02:51:51.038635,127,182.04,0.019
txn_000210,47.29,INR,CA,card,gaming,stripe,success,2025-02-19 07:23:51.038635,50,1.67,0.032
txn_000211,110.32,CAD,IN,bank,retail,razorpay,failed,2025-05-25 13:14:51.038635,131,2.9,0.081
txn_000212,84.02,EUR,US,card,digital,stripe,success,2025-03-20 08:01:51.038635,113,2.74,0.155
txn_000213,53.36,GBP,UK,crypto,retail,stripe,success,2025-04-20 14:46:51.038635,140,1.85,0.012
txn_000214,12.52,EUR,UK,card,retail,square,success,2025-05-07 09:23:51.038635,107,0.43,0.018
txn_000215,62.71,USD,IN,wallet,digital,razorpay,success,2025-02-09 14:38:51.038635,161,1.75,0.048
txn_000216,10.0,EUR,CA,wallet,retail,stripe,success,2025-03-10 10:15:51.038635,87,0.59,0.002
txn_000217,14.08,USD,US,wallet,gaming,stripe,success,2025-06-08 12:54:51.038635,127,0.71,0.122
txn_000218,10.0,EUR,AU,wallet,gaming,paypal,success,2025-01-20 01:16:51.038635,207,0.83,0.026
txn_000219,22.71,USD,FR,card,digital,square,success,2025-03-17 01:24:51.038635,65,0.69,0.066
txn_000220,646.77,USD,UK,bank,food,square,success,2025-02-15 21:34:51.038635,185,16.92,0.129
txn_000221,10.0,USD,US,wallet,food,stripe,failed,2025-01-08 01:03:51.038635,155,0.59,0.039
txn_000222,56.23,AUD,FR,card,finance,square,success,2025-06-01 20:02:51.038635,110,1.56,0.016
txn_000223,10.0,USD,BR,wallet,food,paypal,success,2025-04-13 14:09:51.038635,155,0.83,0.019
txn_000224,10.0,INR,US,card,retail,stripe,failed,2025-02-15 16:17:51.038635,114,0.59,0.007
txn_000225,102.87,USD,UK,card,travel,square,success,2025-04-05 08:58:51.038635,112,2.77,0.008
txn_000226,22.12,EUR,US,bank,travel,stripe,success,2025-02-27 22:14:51.038635,133,0.94,0.04
txn_000227,10.0,USD,CA,card,food,stripe,success,2025-06-21 18:30:51.038635,165,0.59,0.015
txn_000228,10.0,USD,US,wallet,gaming,stripe,success,2025-01-24 06:47:51.038635,105,0.59,0.038
txn_000229,55.67,GBP,UK,card,gaming,adyen,success,2025-02-11 16:06:51.038635,116,1.68,0.004
txn_000230,10.0,GBP,DE,card,food,stripe,success,2025-04-24 19:08:51.038635,81,0.59,0.037
txn_000231,27.79,USD,CA,card,food,stripe,success,2025-02-28 21:02:51.038635,107,1.11,0.082
txn_000232,21.51,EUR,UK,card,gaming,square,success,2025-01-31 08:15:51.038635,121,0.66,0.012
txn_000233,10.0,AUD,UK,wallet,retail,paypal,success,2025-05-12 11:11:51.038635,200,0.83,0.012
txn_000234,500.65,USD,CA,card,digital,stripe,success,2025-03-19 08:12:51.038635,97,14.82,0.004
txn_000235,51.98,USD,US,card,retail,stripe,success,2025-05-06 07:26:51.038635,106,1.81,0.07
txn_000236,10.0,GBP,US,card,finance,stripe,success,2025-05-17 08:30:51.038635,163,0.59,0.004
txn_000237,26.57,USD,JP,card,travel,adyen,success,2025-02-06 17:28:51.038635,134,0.86,0.051
txn_000238,10.0,BRL,US,wallet,retail,stripe,success,2025-04-28 07:49:51.038635,126,0.59,0.02
txn_000239,72.14,GBP,FR,card,gaming,stripe,success,2025-03-01 13:50:51.038635,52,2.39,0.017
txn_000240,10.0,EUR,BR,wallet,travel,paypal,failed,2025-05-10 09:13:51.038635,255,0.83,0.028
txn_000241,16.91,EUR,US,bank,finance,stripe,success,2025-02-27 02:01:51.038635,119,0.79,0.12
txn_000242,42.84,EUR,UK,wallet,retail,paypal,success,2025-01-16 15:51:51.038635,170,1.95,0.124
txn_000243,73.6,USD,CA,wallet,food,stripe,success,2025-02-26 01:54:51.038635,104,2.43,0.005
txn_000244,10.0,JPY,JP,card,travel,adyen,success,2025-03-19 10:38:51.038635,111,0.4,0.035
txn_000245,12.16,GBP,BR,card,food,square,success,2025-01-31 21:47:51.038635,121,0.42,0.055
txn_000246,10.0,USD,FR,bank,travel,stripe,success,2025-04-05 15:42:51.038635,148,0.59,0.174
txn_000247,10.0,EUR,US,wallet,finance,stripe,success,2025-06-25 23:37:51.038635,92,0.59,0.045
txn_000248,283.77,USD,DE,wallet,digital,paypal,success,2025-04-13 06:54:51.038635,170,10.14,0.049
txn_000249,36.87,USD,UK,wallet,finance,paypal,success,2025-05-15 07:59:51.038635,240,1.74,0.128
txn_000250,10.0,GBP,IN,card,retail,razorpay,success,2025-01-12 00:26:51.038635,146,0.49,0.059
txn_000251,79.58,GBP,US,card,retail,stripe,success,2025-04-14 06:30:51.038635,114,2.61,0.045
txn_000252,484.56,EUR,US,wallet,retail,stripe,success,2025-05-26 15:34:51.038635,91,14.35,0.068
txn_000253,94.51,USD,AU,wallet,digital,paypal,success,2025-05-24 06:03:51.038635,195,3.7,0.04
txn_000254,10.0,GBP,IN,card,digital,razorpay,success,2024-12-29 04:52:51.038635,170,0.49,0.006
txn_000255,10.0,USD,UK,bank,finance,adyen,success,2025-04-06 07:07:51.038635,126,0.4,0.094
txn_000256,134.34,GBP,UK,card,travel,stripe,success,2025-05-16 13:30:51.038635,112,4.2,0.015
